age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
2,Private,531055,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
3,Local-gov,275517,Some-college,10,Divorced,Adm-clerical,,White,Female,0,0,4,United-States,<=50K
3,Private,235891,HS-grad,9,Never-married,Other-service,,White,Male,0,0,2,Puerto-Rico,<=50K
1,Federal-gov,59732,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
4,Private,35520,HS-grad,9,Divorced,Craft-repair,,White,Male,0,0,2,United-States,<=50K
2,Private,99604,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,4,0,1,United-States,>50K
0,Private,181598,11th,7,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,353358,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,165107,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
1,Private,478315,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,2,United-States,<=50K
4,,170182,Some-college,10,Never-married,,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,87239,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,170583,11th,7,Never-married,Craft-repair,,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
2,Private,77820,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Private,210525,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,184655,11th,7,Divorced,Transport-moving,,White,Male,0,0,3,United-States,<=50K
4,,201986,11th,7,Widowed,,Other-relative,White,Female,0,0,0,United-States,<=50K
1,Private,157078,10th,6,Never-married,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,84774,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,1,United-States,<=50K
2,Private,139193,HS-grad,9,Divorced,Machine-op-inspct,,White,Male,0,3,3,United-States,<=50K
4,Local-gov,167027,Some-college,10,Widowed,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
0,Private,165315,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Self-emp-not-inc,152810,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,357233,HS-grad,9,Widowed,Handlers-cleaners,Other-relative,White,Female,0,0,0,United-States,<=50K
3,Private,195638,10th,6,Separated,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,409172,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,315671,7th-8th,4,Married-civ-spouse,Sales,Wife,White,Female,0,0,1,United-States,<=50K
0,Private,485496,HS-grad,9,Never-married,Machine-op-inspct,,Black,Female,0,0,2,United-States,<=50K
1,Private,55743,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,1,United-States,<=50K
3,Self-emp-inc,235320,Masters,14,Divorced,Sales,,White,Male,0,0,3,United-States,>50K
2,Private,214738,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Local-gov,38948,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,299831,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,106648,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,289579,Bachelors,13,Never-married,Exec-managerial,,White,Female,0,0,2,United-States,<=50K
2,Private,173316,Assoc-acdm,12,Divorced,Craft-repair,,White,Male,0,0,2,United-States,<=50K
1,Private,174592,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,90547,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,1,United-States,<=50K
3,Private,368355,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
2,Federal-gov,205675,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,4,United-States,>50K
1,Private,376936,HS-grad,9,Never-married,Craft-repair,,White,Male,0,0,2,United-States,<=50K
3,Private,123598,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
1,Private,188403,Some-college,10,Never-married,Machine-op-inspct,,White,Male,0,0,2,United-States,<=50K
1,Local-gov,189145,Bachelors,13,Never-married,Prof-specialty,,White,Female,0,0,0,United-States,<=50K
1,Self-emp-inc,110331,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,>50K
2,Private,150057,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
0,Private,440456,Bachelors,13,Never-married,Other-service,,White,Male,0,0,2,United-States,<=50K
1,Private,155781,Prof-school,15,Never-married,Prof-specialty,,White,Male,0,0,2,United-States,>50K
3,,229029,Bachelors,13,Married-civ-spouse,,Husband,White,Male,2,0,0,United-States,>50K
1,Private,38797,Assoc-voc,11,Never-married,Craft-repair,,White,Male,0,0,2,United-States,<=50K
2,Private,54260,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,4,United-States,<=50K
3,Self-emp-not-inc,106728,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Male,0,0,2,United-States,<=50K
2,Private,350440,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,>50K
4,Private,250226,HS-grad,9,Widowed,Sales,,White,Female,0,0,0,United-States,<=50K
2,Private,144594,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,2,United-States,<=50K
2,State-gov,185797,Some-college,10,Never-married,Tech-support,,White,Female,1,0,3,United-States,<=50K
0,Private,400616,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,167005,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,3,United-States,<=50K
1,Private,100734,HS-grad,9,Never-married,Exec-managerial,,White,Female,0,0,3,United-States,<=50K
3,Self-emp-inc,304955,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
1,Federal-gov,42003,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
1,Private,68037,Some-college,10,Never-married,Exec-managerial,,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,75785,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,4,United-States,<=50K
1,Self-emp-not-inc,108808,HS-grad,9,Divorced,Craft-repair,,White,Male,0,0,3,United-States,<=50K
1,Local-gov,214706,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,149455,Some-college,10,Separated,Exec-managerial,Own-child,Black,Female,0,0,2,United-States,<=50K
4,Private,202435,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,29522,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,157473,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
0,,145234,Some-college,10,Never-married,,Own-child,White,Male,0,0,1,United-States,<=50K
3,Federal-gov,181657,Some-college,10,Divorced,Exec-managerial,,White,Female,0,0,3,United-States,<=50K
2,Federal-gov,296858,Masters,14,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,2,United-States,>50K
2,Federal-gov,255543,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
0,Private,222254,HS-grad,9,Never-married,Other-service,,Black,Female,0,0,2,United-States,<=50K
1,Local-gov,73514,Assoc-voc,11,Never-married,Protective-serv,,Asian-Pac-Islander,Female,0,0,3,United-States,<=50K
1,Private,423311,HS-grad,9,Married-AF-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,<=50K
0,Private,135267,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
1,Private,232650,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
1,Private,137681,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,269705,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,154897,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,3,United-States,<=50K
2,Private,75995,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,165937,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
3,Local-gov,74784,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
1,Private,157289,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,0,0,2,United-States,<=50K
2,Private,359131,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,3,United-States,<=50K
1,Private,227012,HS-grad,9,Never-married,Craft-repair,,White,Male,0,0,2,United-States,<=50K
1,Private,349148,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,4,United-States,<=50K
1,Private,303867,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
1,Private,162572,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,3,United-States,>50K
1,Private,113322,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,216626,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Other,Male,0,0,2,Columbia,<=50K
1,Self-emp-not-inc,173201,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,3,Cuba,<=50K
1,Private,180758,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,<=50K
2,Private,100584,10th,6,Divorced,Craft-repair,,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,128516,Assoc-acdm,12,Widowed,Sales,Unmarried,White,Female,0,0,2,United-States,>50K
1,Private,259652,Bachelors,13,Never-married,Exec-managerial,,White,Female,0,0,2,United-States,<=50K
2,Private,215419,Bachelors,13,Divorced,Prof-specialty,,White,Female,0,0,2,United-States,<=50K
3,Private,195638,HS-grad,9,Divorced,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
1,,424884,10th,6,Separated,,,White,Male,0,0,1,United-States,<=50K
2,Private,149347,Some-college,10,Divorced,Sales,,White,Male,0,0,3,United-States,<=50K
1,Private,309513,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,114994,Some-college,10,Separated,Other-service,,White,Male,0,0,2,United-States,<=50K
3,Self-emp-inc,218890,HS-grad,9,Divorced,Other-service,,White,Female,0,0,3,United-States,<=50K
3,Self-emp-not-inc,422249,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,96219,HS-grad,9,Divorced,Other-service,Own-child,White,Female,1,0,1,United-States,<=50K
3,Private,110977,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,3,United-States,>50K
2,Self-emp-inc,222532,Prof-school,15,Never-married,Sales,,White,Female,0,0,2,United-States,<=50K
3,Private,176810,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,247119,7th-8th,4,Widowed,Machine-op-inspct,Unmarried,Other,Female,0,0,2,Dominican-Republic,<=50K
4,Private,496538,HS-grad,9,Widowed,Adm-clerical,,White,Female,2,0,2,United-States,<=50K
4,Private,171015,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K
2,Private,247695,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
0,Private,289405,11th,7,Never-married,Machine-op-inspct,Own-child,Other,Male,0,0,0,United-States,<=50K
1,Private,147284,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
0,Private,351381,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,139703,HS-grad,9,Married-spouse-absent,Sales,Unmarried,Black,Female,0,0,1,Jamaica,<=50K
2,Self-emp-not-inc,143129,Bachelors,13,Divorced,Exec-managerial,,White,Female,0,0,2,United-States,<=50K
2,Private,298841,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,389725,Some-college,10,Divorced,Adm-clerical,,White,Male,0,0,2,United-States,<=50K
4,Local-gov,256821,HS-grad,9,Divorced,Protective-serv,,Black,Male,0,0,0,United-States,<=50K
3,Private,85384,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,2,United-States,>50K
0,Private,183930,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
2,Self-emp-not-inc,246891,Masters,14,Divorced,Craft-repair,,White,Male,0,0,2,United-States,<=50K
2,State-gov,67874,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
0,,199426,Some-college,10,Never-married,,,White,Female,0,0,2,United-States,<=50K
1,Private,303942,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,209547,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,>50K
2,Private,175185,11th,7,Never-married,Machine-op-inspct,,White,Male,0,0,2,United-States,<=50K
2,Private,108140,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
3,Private,191965,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,330715,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4,0,2,United-States,>50K
4,Private,81973,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,>50K
3,,52590,HS-grad,9,Never-married,,,Black,Male,0,0,2,United-States,<=50K
0,Private,216472,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,360224,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,130442,Assoc-voc,11,Never-married,Sales,,White,Male,0,0,1,United-States,<=50K
0,Private,327127,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,0,United-States,<=50K
4,,28367,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,136322,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1,2,United-States,<=50K
3,Self-emp-not-inc,138611,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3,0,3,United-States,>50K
4,Self-emp-not-inc,336848,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Federal-gov,268281,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,110669,10th,6,Divorced,Machine-op-inspct,,White,Female,0,0,1,United-States,<=50K
2,Federal-gov,118686,Bachelors,13,Never-married,Prof-specialty,,White,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,210020,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,231981,Some-college,10,Never-married,Transport-moving,,White,Male,0,0,1,United-States,<=50K
0,Private,60552,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
3,Private,160706,11th,7,Separated,Machine-op-inspct,,White,Male,0,0,2,Puerto-Rico,<=50K
3,Private,172155,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Peru,<=50K
2,Private,92649,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,2,United-States,>50K
4,Private,183701,10th,6,Widowed,Other-service,,Black,Female,0,0,0,United-States,<=50K
4,Federal-gov,244830,Bachelors,13,Separated,Prof-specialty,,White,Male,2,0,2,United-States,>50K
2,Private,173704,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,248186,Assoc-acdm,12,Never-married,Adm-clerical,,White,Female,0,0,2,United-States,<=50K
0,Private,244589,11th,7,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,108293,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,>50K
1,Private,164190,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
2,Private,317539,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,192002,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,3,Canada,>50K
0,Private,206600,10th,6,Never-married,Other-service,,White,Male,0,0,1,Nicaragua,<=50K
1,Private,340917,Bachelors,13,Never-married,Prof-specialty,,White,Male,0,0,3,United-States,>50K
2,Private,212437,Assoc-acdm,12,Never-married,Other-service,Unmarried,Black,Female,0,0,1,United-States,<=50K
0,Private,143436,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
3,Private,197322,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,194138,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
3,Private,101480,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,1,United-States,<=50K
0,Private,316841,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Local-gov,127651,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
2,Private,252930,10th,6,Divorced,Adm-clerical,Unmarried,Other,Female,0,0,2,United-States,<=50K
1,Private,154120,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,3,United-States,>50K
1,Private,105479,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
2,Private,211517,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,108510,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,128354,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,1,United-States,>50K
4,Private,64148,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,70034,Some-college,10,Never-married,Other-service,,White,Male,0,0,2,United-States,<=50K
4,Private,97077,10th,6,Widowed,Sales,Unmarried,Black,Female,0,0,0,United-States,<=50K
2,Self-emp-inc,220821,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,2,United-States,>50K
1,,135046,Some-college,10,Never-married,,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,113094,Bachelors,13,Separated,Adm-clerical,Unmarried,White,Female,0,1,2,United-States,<=50K
3,Private,138852,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,2,0,2,El-Salvador,>50K
4,,187553,7th-8th,4,Divorced,,,White,Male,0,0,2,United-States,<=50K
2,Private,191524,Assoc-voc,11,Separated,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
3,Private,29438,HS-grad,9,Divorced,Transport-moving,,White,Male,0,0,4,United-States,<=50K
3,Self-emp-inc,233149,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
1,Self-emp-not-inc,354520,HS-grad,9,Married-spouse-absent,Other-service,,White,Female,0,0,2,United-States,<=50K
3,Local-gov,145886,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,3,United-States,<=50K
4,Local-gov,318537,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,535027,Some-college,10,Never-married,Transport-moving,Unmarried,Black,Male,0,0,0,United-States,<=50K
